subject	date	maze	trialNo	optimal_steps	steps_in_tree	steps	decisions	opt_decisions	path	times
S293561	26/October/2016	museum	8	14	16	19	5	3	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(2,3);p(2,2);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	6498;536;584;4448;479;561;896;608;1151;704;544;456;441;599;856;1000;1120;480;
S293561	26/October/2016	garden	9	21	21	24	5	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	2064;632;960;568;2792;528;1312;840;1536;584;872;424;576;808;1080;2648;448;1248;471;529;423;968;553;
S293561	26/October/2016	lab	10	5	6	9	1	0	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1360;569;576;527;1449;847;1192;520;
S293561	26/October/2016	courtyard	11	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	4485;848;792;680;560;1192;
S293561	26/October/2016	library	12	15	16	18	4	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	2443;2855;680;639;745;1552;1688;464;873;606;568;1280;536;1160;504;456;1937;
S293561	26/October/2016	ikea	13	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1625;592;688;840;672;685;5019;504;1352;448;448;496;2696;488;639;512;665;567;537;663;
S293561	26/October/2016	cathedral	14	18	24	26	9	6	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(3,1);p(3,2);p(4,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1573;944;1648;776;608;1840;504;2728;632;680;1504;520;696;600;736;848;736;504;480;408;608;480;456;440;936;
S293561	26/October/2016	labyrinth3	15	7	8	11	1	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	1470;496;640;928;479;624;2168;897;1728;1079;
S294201	28/October/2016	labyrinth3	4	15	16	19	3	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	2178;449;440;1574;541;563;9587;1015;718;381;1321;380;1691;347;475;369;4351;317;
S294201	28/October/2016	garden	5	15	17	20	4	2	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	2612;410;917;708;3442;398;569;415;2933;450;867;600;873;385;388;1154;367;910;356;
S294201	28/October/2016	cathedral	6	7	8	10	2	1	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);	2238;454;3019;536;568;564;1443;321;1120;
S294201	28/October/2016	lab	7	21	26	29	9	5	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1445;446;846;722;4117;516;415;1447;622;804;922;390;400;830;420;1276;353;1719;409;690;514;556;514;417;553;384;679;341;
S294201	28/October/2016	library	8	12	12	14	3	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	2408;3397;1250;635;1553;863;842;957;2102;582;687;2299;947;
S294201	28/October/2016	ikea	9	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1703;417;434;894;1136;978;3423;431;902;430;648;510;3563;740;1741;486;1193;420;401;363;
S294201	28/October/2016	museum	10	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1591;403;1102;2654;534;1442;1173;343;
S294201	28/October/2016	cubicles	11	14	17	21	7	5	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	7823;727;1752;2273;909;1019;2232;720;2144;171;3264;1281;939;383;1178;436;817;1148;388;602;
S294201	28/October/2016	bunker3	12	11	12	15	3	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(4,5);p(5,5);	5104;507;1164;547;529;478;1548;428;2030;550;576;655;1168;468;
S294201	28/October/2016	roomG	13	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);	2912;539;392;1356;515;410;1435;868;1091;452;457;485;3325;1337;1087;331;
S294201	28/October/2016	tworooms	14	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	1861;350;352;1048;405;662;2468;633;834;
S294201	28/October/2016	courtyard	15	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	9653;414;383;1177;722;1002;
S294423	26/October/2016	cathedral	4	16	18	20	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	3923;655;2746;358;360;1134;347;2593;254;285;2436;280;352;345;321;591;526;400;736;
S294423	26/October/2016	labyrinth3	5	7	8	11	1	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	1677;255;288;632;554;350;961;303;946;262;
S294423	26/October/2016	cubicles	6	8	9	13	4	3	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	1581;352;1318;514;1062;360;736;401;1087;960;376;393;
S294423	26/October/2016	tworooms	7	16	18	20	7	6	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(6,2);p(5,2);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);	2218;320;303;338;559;361;1719;328;384;936;216;2665;295;385;311;462;189;591;742;
S294423	26/October/2016	garden	8	6	9	12	2	0	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1551;1064;344;723;1389;360;336;1312;298;1454;300;
S294423	26/October/2016	museum	9	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1023;288;831;896;304;1024;784;290;
S294423	26/October/2016	lab	10	21	26	29	9	5	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1711;288;376;641;1727;400;336;1328;276;1049;453;311;288;943;800;1064;304;2280;297;311;313;783;482;454;424;320;712;304;
S294423	26/October/2016	courtyard	11	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	1769;279;371;552;357;720;
S294423	26/October/2016	roomG	12	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	1457;287;306;318;496;1025;559;290;1936;638;337;279;936;977;271;240;
S294423	26/October/2016	ikea	13	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	2193;401;695;560;328;280;784;360;760;2274;310;475;806;319;737;327;632;1194;806;313;
S294423	26/October/2016	bunker3	14	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(4,5);p(5,5);	1442;344;432;496;609;481;526;1088;784;357;
S294423	26/October/2016	library	15	12	12	14	3	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	2180;393;386;569;944;1144;288;399;569;489;352;831;776;
S299579	21/October/2016	labyrinth3	4	11	12	15	2	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	4392;808;471;817;463;628;2052;464;1570;386;1486;532;1202;432;
S299579	21/October/2016	tworooms	5	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	2462;496;671;917;464;545;2943;705;1008;
S299579	21/October/2016	garden	6	6	9	12	2	0	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1348;410;936;614;4998;433;482;2139;857;913;400;
S299579	21/October/2016	cubicles	7	14	17	21	7	5	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(1,6);p(1,7);p(1,6);p(1,5);p(2,5);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	3147;511;3446;1563;480;560;1024;660;2465;723;688;641;1203;368;448;368;543;1476;417;400;
S299579	21/October/2016	library	8	15	16	18	4	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	2010;738;367;511;1820;943;452;401;2448;372;416;1807;437;791;449;1287;789;
S299579	21/October/2016	museum	9	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1166;522;788;2683;435;830;1052;576;
S299579	21/October/2016	lab	10	5	6	9	1	0	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1230;750;867;1312;1429;543;959;550;
S299579	21/October/2016	bunker3	11	14	16	19	4	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(4,5);p(5,5);	1113;348;1179;321;320;544;1199;1076;1408;709;720;528;785;400;371;448;1137;447;
S299579	21/October/2016	courtyard	12	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	43793;498;557;821;545;3086;
S299579	21/October/2016	cathedral	13	7	8	10	3	2	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	2552;468;1479;418;1010;1825;452;592;1430;
S299579	21/October/2016	roomG	14	8	9	13	2	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	1292;1165;626;533;381;528;2812;579;1218;863;736;614;
S299579	21/October/2016	ikea	15	11	12	17	3	2	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1088;335;481;1076;335;449;1790;622;2812;810;2714;386;1214;159;813;463;
S299693	26/October/2016	library	4	11	12	14	3	3	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	4234;777;3053;927;2103;1332;809;716;1932;670;630;2377;1184;
S299693	26/October/2016	cubicles	5	8	9	13	4	3	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	4068;632;1502;584;1161;562;1455;484;3544;2179;539;521;
S299693	26/October/2016	bunker3	6	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(4,5);p(5,5);	2808;420;1014;575;545;508;2357;485;1308;545;
S299693	26/October/2016	garden	7	6	9	12	2	0	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1918;506;982;551;4868;493;522;2147;507;1013;537;
S299693	26/October/2016	roomG	8	8	9	13	2	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	1934;646;530;843;621;855;2905;374;1380;1246;419;663;
S299693	26/October/2016	courtyard	9	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	1295;451;531;1377;407;1222;
S299693	26/October/2016	museum	10	10	12	15	4	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	2864;558;757;2594;387;1655;534;654;1394;2306;608;444;879;445;
S299693	26/October/2016	tworooms	11	18	22	24	8	6	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);	1250;498;450;866;482;506;2134;452;1846;1082;419;782;435;538;816;608;498;561;469;442;436;584;896;
S299693	26/October/2016	labyrinth3	12	10	12	15	2	0	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	1446;469;473;1363;483;444;1472;452;1682;468;466;726;942;466;
S299693	26/October/2016	lab	13	5	6	9	1	0	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1676;449;975;492;3372;358;903;491;
S299693	26/October/2016	ikea	14	16	17	19	4	3	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);p(1,5);p(0,5);p(0,6);p(0,7);p(1,7);	1356;591;568;896;474;484;1620;435;1199;414;466;670;2188;406;584;716;584;942;
S299693	26/October/2016	cathedral	15	12	12	14	5	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	2000;583;1513;505;474;4565;381;2446;498;514;476;452;856;
S311128	26/October/2016	labyrinth3	4	11	12	15	2	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(1,2);p(0,2);	5403;409;551;2016;392;872;6639;657;1472;400;2217;343;776;383;
S311128	26/October/2016	library	5	15	16	18	4	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	1773;2552;640;984;5093;594;784;368;576;408;864;3745;343;1480;328;441;591;
S311128	26/October/2016	cathedral	6	16	18	20	6	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(4,0);p(5,0);p(6,0);p(5,0);p(4,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1197;440;2576;376;445;3923;336;920;352;304;1496;753;287;760;320;352;656;393;663;
S311128	26/October/2016	cubicles	7	9	9	13	4	4	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);	1933;432;776;1640;307;333;936;376;5024;824;480;816;
S311128	26/October/2016	ikea	8	11	12	17	3	2	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1333;280;375;553;1063;296;1416;448;2480;272;1488;280;1207;282;328;408;
S311128	26/October/2016	tworooms	9	18	22	24	8	6	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,3);p(7,4);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(1,2);	1102;517;392;1184;272;376;2248;385;1079;408;312;1232;304;568;480;337;1063;353;383;280;505;312;687;
S311128	26/October/2016	courtyard	10	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	1112;320;447;1264;352;760;
S311128	26/October/2016	bunker3	11	14	16	19	4	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(0,5);p(0,6);p(0,5);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	974;471;1009;295;408;975;2616;336;2040;488;808;360;1152;360;352;344;720;328;
S311128	26/October/2016	garden	12	11	13	16	3	1	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1209;351;1872;272;3703;481;585;520;703;288;368;2544;856;824;400;
S311128	26/October/2016	museum	13	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1106;423;892;1781;319;504;904;376;
S311128	26/October/2016	roomG	14	13	17	21	5	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(5,4);p(5,5);p(6,5);p(7,5);p(6,5);p(5,5);p(5,4);p(5,3);p(5,2);p(5,1);p(6,1);p(7,1);	860;407;241;592;336;376;3208;384;432;496;520;617;639;225;1151;332;380;841;311;336;
S311128	26/October/2016	lab	15	5	6	9	1	0	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1080;303;1432;288;320;768;616;368;
S319548	21/October/2016	courtyard	4	5	5	9	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,2);p(2,2);	2598;453;395;807;393;358;817;322;
S319548	21/October/2016	library	5	11	14	16	3	1	p(0,0);p(0,1);p(1,1);p(1,2);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,2);p(6,1);p(6,2);p(6,3);p(6,4);p(7,4);	2267;454;871;430;1202;410;408;595;361;1530;327;1980;324;369;732;
S319548	21/October/2016	lab	6	5	6	9	1	0	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	1109;377;612;383;1338;1446;938;336;
S319548	21/October/2016	tworooms	7	8	8	12	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);p(1,2);	1099;406;370;1348;368;424;1602;428;365;1175;325;
S319548	21/October/2016	cubicles	8	8	9	13	4	3	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	2077;440;399;662;387;421;1573;425;1193;973;332;345;
S319548	21/October/2016	labyrinth3	9	11	12	15	2	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	1385;394;406;657;387;457;1621;380;1092;336;342;378;778;330;
S319548	21/October/2016	museum	10	6	6	9	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,0);p(5,0);p(6,0);	1308;361;669;1306;377;-3598849;1006;394;
S319548	21/October/2016	ikea	11	11	12	17	3	2	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	748;416;397;446;511;394;1858;385;854;370;918;322;641;370;375;332;
S319548	21/October/2016	bunker3	12	11	12	15	3	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(1,4);p(0,4);p(1,4);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	916;422;501;310;370;340;766;631;1403;347;324;346;936;283;
S319548	21/October/2016	cathedral	13	7	8	10	2	1	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,4);p(3,5);p(2,5);	815;429;347;516;379;365;939;331;792;
S319548	21/October/2016	garden	14	16	17	20	4	3	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	935;291;401;433;742;318;1526;371;425;1318;390;579;471;1401;325;370;385;591;308;
S319548	21/October/2016	roomG	15	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	1655;562;365;506;1104;305;1534;339;1242;334;359;357;798;833;432;307;
S334404	21/October/2016	roomG	4	13	13	17	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	5976;500;579;1912;542;590;1131;558;984;330;432;409;1430;961;527;353;
S334404	21/October/2016	bunker3	5	8	8	11	1	1	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(3,4);p(4,4);p(5,4);p(5,5);	1024;471;755;464;556;1612;1140;472;1696;372;
S334404	21/October/2016	library	6	12	12	14	3	3	p(0,0);p(1,0);p(1,1);p(1,2);p(1,3);p(1,4);p(1,3);p(2,3);p(3,3);p(4,3);p(5,3);p(6,3);p(6,4);p(7,4);	1524;485;528;1006;810;827;357;468;1078;375;624;1272;915;
S334404	21/October/2016	courtyard	7	5	5	7	2	2	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(2,2);	6441;438;529;508;475;679;
S334404	21/October/2016	ikea	8	16	16	21	4	4	p(0,0);p(0,1);p(0,2);p(0,3);p(1,3);p(2,3);p(3,3);p(3,2);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(5,5);p(5,6);p(5,7);p(4,7);p(3,7);p(2,7);p(1,7);	1036;423;533;666;474;666;1346;475;703;406;448;583;928;481;704;403;517;400;340;337;
S334404	21/October/2016	labyrinth3	9	16	16	19	3	3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(2,3);p(1,3);p(0,3);p(0,2);	965;287;416;2755;318;573;2902;426;667;299;457;482;699;525;312;317;624;270;
S334404	21/October/2016	cathedral	10	12	12	14	5	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(3,1);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(2,5);	1061;389;1255;380;404;603;340;1407;353;388;416;470;720;
S334404	21/October/2016	tworooms	11	8	8	10	1	1	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(2,3);p(1,3);p(1,2);	883;300;360;1055;456;424;501;518;750;
S334404	21/October/2016	museum	12	15	16	19	5	4	p(0,0);p(1,0);p(2,0);p(2,1);p(3,1);p(4,1);p(4,2);p(4,3);p(4,4);p(5,4);p(6,4);p(5,4);p(4,4);p(4,3);p(4,2);p(4,1);p(4,0);p(5,0);p(6,0);	1026;359;1009;1637;402;723;317;437;736;314;656;326;315;360;352;417;602;365;
S334404	21/October/2016	lab	13	5	6	9	1	0	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	792;514;1572;315;465;328;588;403;
S334404	21/October/2016	cubicles	14	9	9	13	4	4	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(4,5);p(4,6);p(4,7);p(5,7);	1740;350;1600;644;412;675;795;589;2618;983;422;436;
S334404	21/October/2016	garden	15	21	21	24	5	5	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);p(7,0);	1073;487;633;487;860;476;637;343;546;418;575;393;316;628;449;505;410;613;317;409;450;751;298;
S336295	26/October/2016	lab	4	10	10	13	2	2	p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);p(0,4);	7002;420;1834;5265;4824;619;1178;388;1929;491;602;245;
